Title,Company,Location,Postdate,ExtractDate,Summary,Salary,JobURL
Ejecutivo de Servicio,Gras Savoye,Ciudad de México,hace 4 días,2021-01-24,"Apoyo en llenado de formatos y obtención de documentación para trámites de reembolso, programación o ingresos hospitalarios. Llenado de bitácoras y reportes.",,https://mx.indeed.com/rc/clk?jk=6c0899c9e50e3594&fccid=fcd059ccedda91fb&vjs=3
Asistente a Dirección para administración de condominios,Wurzel Group,"Colonia Polanco, CDMX",hace 18 días,2021-01-24,Importante empresa de administración y gestión de edificios de departamentos se encuentra en búsqueda de un ASISTENTE DE DIRECCIÓN PARÁ ADMINISTRACIÓN DE…,"$8,000 - $12,000 al mes",https://mx.indeed.com/company/Rhinok/jobs/Asistente-direcci%C3%B3n-administraci%C3%B3n-condominios-4592ada363d699f8?fccid=3d4a4d888c2e8b34&vjs=3
Analista de Soporte Técnico 1 y 2 niveles,Centro Global de Servicios,"Cuauhtémoc, CDMX",Hace más de 30 días,2021-01-24,"Conocimiento en Instalación, proceso de implementación, configuración, seguimiento a pólizas de mantenimientos, control de licencias, actualización del sistema,…","$10,500 al mes",https://mx.indeed.com/rc/clk?jk=4a7d1d9de6354483&fccid=49e2be59125c7b5d&vjs=3
Personal Técnico de Quirófano,Grupo Vitalmex,Ciudad de México,hace 3 días,2021-01-24,1.Verificar con antelación la programación de procedimientos en el hospital con el fin de brindar el servicio de manera oportuna.,,https://mx.indeed.com/rc/clk?jk=ffe9cdd989c1b274&fccid=7899221cfbad2421&vjs=3
OPERADOR DE SISTEMAS,Banco Multiva,"Miguel Hidalgo, CDMX",Hace más de 30 días,2021-01-24,"Te invitamos a que formes parte de Grupo Financiero Multiva como: Escolaridad: Bachillerato Tecnológico de Informática y/o Ingeniería en Sistemas, Licenciatura…",,https://mx.indeed.com/rc/clk?jk=e35a3dff4379ff38&fccid=2123809b1ac33c32&vjs=3
Profesional de Vinculación y Capacitación Climática,World Resources Institute,Ciudad de México,hace 5 días,2021-01-24,"La programación actualizada de la comunidad de práctica climática. Facilitar la implementación y gestión de las estrategias de capacitación, articulación de…",,https://mx.indeed.com/rc/clk?jk=4546416432a2ee53&fccid=15467a3a0166d3fc&vjs=3
JEFE DE ÁREAS QUIRÚRGICAS,HOSPITAL ANGELES ACOXPA,"Tlalpan, CDMX",Hoy,2021-01-24,"Supervisar la programación de cirugías y coordinar los requerimientos con las áreas correspondientes. Verificar la asistencia, puntualidad y presentación del…",,https://mx.indeed.com/company/Hospital-Angeles/jobs/Jefe-%C3%A1reas-quir%C3%BArgicas-1f03c40528064f3f?fccid=84a8920497ce758b&vjs=3
SUPERINTENDENTE DE MANTENIMIENTO,MILENIO,"Azcapotzalco, CDMX",hace 1 día,2021-01-24,"Responsable de la programación outsourcing para las subestaciones, compresores, planta de emergencia, chillers de proceso y de enfriamiento.",,https://mx.indeed.com/company/Grupo-Milenio/jobs/Superintendente-mantenimiento-668c4d461dd953ee?fccid=d2b8381d6767126c&vjs=3
Programador Web,ADMINISTRADORA WIINIKIL,"Gertrudis Sánchez, CDMX",hace 17 días,2021-01-24,Programación Web: 1 año (Requisito mínimo). SE BUSCA PROGRAMADOR POR PROYECTO (trabajo en casa)*. \* DESARROLLO DE PLATAFORMAS Y DE PROYECTOS.,,https://mx.indeed.com/company/ADMINISTRADORA-WIINIKIL/jobs/Programador-web-ea16014f039280be?fccid=036516894936a519&vjs=3
CAMILLERO- ZONA SUR,HOSPITAL ANGELES ACOXPA,"Tlalpan, CDMX",Hoy,2021-01-24,"Revisar la programación de pacientes y hacer el traslado oportuno. +\*+ Más que un trabajo, somos una familia+\*+*. Salario Base Mensual + Vale de despensa.","$4,400 al mes",https://mx.indeed.com/company/Hospital-Angeles/jobs/Camillero-6bb55eed05907031?fccid=84a8920497ce758b&vjs=3
Planeador de Produccion,EXTRAL S.A. DE C.V.,"Iztapalapa, CDMX",hace 1 día,2021-01-24,Edad: 25 A 45 años. Experiencia: 2 años como mínimo realizando la planeación de la producción preferentemente con experiencia en Sistemas de Gestión de la…,"$8,000 - $10,000 al mes",https://mx.indeed.com/company/Aluminio-Extruido-Extral-S.A-de-C.V/jobs/Planeador-produccion-ade4f3999ebd5188?fccid=b79576c6ca9614f3&vjs=3
SUPERVISOR DE PRODUCCION,PLASTIPIGMENTOS,"Iztacalco, CDMX",hace 16 días,2021-01-24,"Determinar la programación, las secuencias y asignaciones para las actividades del trabajo de fabricación. 6 de febrero de 2021. L Ma Mi J V S.","$12,000 al mes",https://mx.indeed.com/rc/clk?jk=5408c5a5598ed89e&fccid=d95123e8ac4e86d5&vjs=3
Planeador de Produccion,EXTRAL S.A. DE C.V.,"Iztapalapa, CDMX",hace 1 día,2021-01-24,Edad: 25 A 45 años. Experiencia: 2 años como mínimo realizando la planeación de la producción preferentemente con experiencia en Sistemas de Gestión de la…,"$8,000 - $10,000 al mes",https://mx.indeed.com/company/Aluminio-Extruido-Extral-S.A-de-C.V/jobs/Planeador-produccion-ade4f3999ebd5188?fccid=b79576c6ca9614f3&vjs=3
SUPERVISOR DE PRODUCCION,PLASTIPIGMENTOS,"Iztacalco, CDMX",hace 16 días,2021-01-24,"Determinar la programación, las secuencias y asignaciones para las actividades del trabajo de fabricación. 6 de febrero de 2021. L Ma Mi J V S.","$12,000 al mes",https://mx.indeed.com/rc/clk?jk=5408c5a5598ed89e&fccid=d95123e8ac4e86d5&vjs=3
Programador Jr,INCUSS,"Iztapalapa, CDMX",hace 3 días,2021-01-24,"Lenguaje de programación: HTML, Nodejs. Controlar y realizar desarrollos necesarios para los sistemas en bases a los planes. Diseño y base de datos.","$7,000 - $9,000 al mes",https://mx.indeed.com/company/Epicness/jobs/Programador-junior-13bba84c99ee1431?fccid=1c62a6a199b7598f&vjs=3
Consultor de Sistema,IDOC,"Azcapotzalco, CDMX",hace 8 días,2021-01-24,"Comenzando con la programación del SAI ERP, que es un ERP admon y contable para las. Nos dedicamos al desarrollo y venta de sistemas, lo hacemos de forma…","$15,000 al mes",https://mx.indeed.com/company/IDOC/jobs/Consultor-sistema-c0ac17c4ccc0a251?fccid=a4ff21f7b91244fd&vjs=3
Encargado de almacén,Nadurtha SA de CV,"Iztapalapa, CDMX",hace 18 días,2021-01-24,"Tener más de 10 años de experiencia en almacenes; planificar y programación la entrega de insumos a las diferentes áreas de la empresa, manejo de entradas,…","$16,000 al mes",https://mx.indeed.com/company/Nadurtha-SA-de-CV/jobs/Encargado-almac%C3%A9n-654727c3551d7bf1?fccid=71cd7a6572841832&vjs=3
INGENIERO PROGRAMADOR,FRENKEL,"Cuauhtémoc, CDMX",hace 11 días,2021-01-24,"11 de febrero de 2021. L Ma Mi J V. Orientación al cliente, Trabajo en equipo, Responsabilidad, Gestión del rendimiento. Funciones y actividades a realizar.","$14,000 al mes",https://mx.indeed.com/rc/clk?jk=103e5d4e6ab60608&fccid=6ef7efa8a50eda39&vjs=3
Ingeniero o Científico de Datos,Secretaría de Hacienda y Crédito Público - Procura...,"Benito Juárez, CDMX",Hace más de 30 días,2021-01-24,"Ingeniero y Científico de Datos, capacidad analítica y experiencia para procesar y analizar información de Big Data. Fecha de inicio prevista: 1/1/2021.","$25,000 - $85,000 al mes",https://mx.indeed.com/company/Procuradur%C3%ADa-Fiscal---Secretar%C3%ADa-de-Hacienda-y-Cr%C3%A9dito-P%C3%BAblico/jobs/Ingeniero-cient%C3%ADfico-datos-cc4b7ef966af9f5c?fccid=d304f7ce129094d4&vjs=3
Responsable de producción,LEQUIMETH,"Iztapalapa, CDMX",hace 14 días,2021-01-24,"Determinar la programación, las secuencias y asignaciones para las actividades del trabajo de fabricación. Contrato por periodo de prueba. 8 de febrero de 2021.","$8,000 al mes",https://mx.indeed.com/rc/clk?jk=5de5654728729969&fccid=994a8932d88adee6&vjs=3
EJECUTIVO DE CREDITO Y COBRANZA,"RP, S.A. de C.V.","Gustavo A. Madero, CDMX",hace 11 días,2021-01-24,Subir facturas (formato PDF y XML) a los portales para su programación de pago. Carrera técnica/Licenciatura en Contabilidad (Pasante o Trunco).,"$10,000 - $11,000 al mes",https://mx.indeed.com/company/Pfeifer/jobs/Ejecutivo-credito-cobranza-c9438f12faa3e011?fccid=753f9c9766c4cfb6&vjs=3
BECARIO PARA ÁREA TÉCNICA,CONTROL AND SECURITY OF DATA,"Álvaro Obregón, CDMX",Hace más de 30 días,2021-01-24,"Conocimientos: Programación ( requisito indispensable), d esarrollo en cualquier lenguaje de programación, manejo de SOs, conocimientos de redes y…","$5,000 al mes",https://mx.indeed.com/rc/clk?jk=45d3df009ca0912d&fccid=1995d897683ed52b&vjs=3
INGENIERO DE SOPORTE TECNICO,MILENIO,"Azcapotzalco, CDMX",hace 1 día,2021-01-24,"Revisión de FTP, ejecutar el cableado de red, cumplir con el soporte solicitado por los usuarios, apoyo a programación, revisar checadores del personal y CCTV.","$9,000 al mes",https://mx.indeed.com/company/Grupo-Milenio/jobs/Ingeniero-soporte-tecnico-501c1d409d0ad24f?fccid=d2b8381d6767126c&vjs=3
Gerente de Soporte / Software,Desarrolladora de Software,"Miguel Hidalgo, CDMX",hace 20 días,2021-01-24,"Tener manejo intermedio de lenguajes de programación y SQL. Garantizar la disponibilidad actual y futura del servicio, asegurar la adopción del producto por…","$28,000 al mes",https://mx.indeed.com/company/iNeT-M%C3%A9xico/jobs/Gerente-soporte-170f42ba2cad5aa2?fccid=10f205760b7c0dd9&vjs=3
Programador Web,Olimpus marketing,"Gustavo A. Madero, CDMX",hace 5 días,2021-01-24,"Migraciones, cambios de DNS, programación. Solicitamos programador web desarrollo de sitios web, PHP, Java y CSS. Programación Front End y Back End.","$9,000 al mes",https://mx.indeed.com/company/Olimpus-marketing/jobs/Programador-web-c1ca18d324f16231?fccid=5aea172f4bbe0400&vjs=3
Analista de Riesgos,PRETMEX,"Colonia Santa Fe, CDMX",Hace más de 30 días,2021-01-24,"Competencias en modelos y lenguajes de programación. Institución Financiera Enfocada a brindar soluciones financieras a empresas y empleados, se encuentra…","$25,000 al mes",https://mx.indeed.com/company/PRETMEX/jobs/Analista-riesgos-c361de7fd1987ea8?fccid=2a1146d7514e9dc8&vjs=3
MEDICO ADMINISTRATIVO VOLARIS / RECIEN EGRESADO,Acfe Quality Service S.C,"Álvaro Obregón, CDMX",hace 12 días,2021-01-24,VOLARIS SE ENCUENTRA EN BUSQUEDA DE MEDICO ADMINISTRATIVO PARA CUBRIR UN PROYECTO TEMPORAL DE 6 MESES*. Licenciatura concluida en Medicina o afín.,"$17,000 al mes",https://mx.indeed.com/company/ACFE/jobs/Medico-administrativo-volaris-ef9cd7ff4cb77e12?fccid=cc05614eb03a3bf9&vjs=3
INTEGRADOR DE DATOS INFORMÁTICOS,Day Store,"Miguel Hidalgo, CDMX",hace 10 días,2021-01-24,"Lenguajes de programación (.net, Base de datos SQL Server). Start up mexicana, especializada en almacenamiento, logística y operación-ejecución de las ventas a…","$13,000 - $15,000 al mes",https://mx.indeed.com/company/Day-Store/jobs/Integrador-datos-inform%C3%A1ticos-1578d0a2e1c18af7?fccid=d6811f345199af4c&vjs=3
Auxiliar de Crédito y Cobranza,DISTRIBUIDORA INDUSTRIAL DE BALEROS,"Miguel Hidalgo, CDMX",Hoy,2021-01-24,6.- manejo de portales y para el seguimiento de la validación y programación de facturas. DIBSA esta en búsqueda de AUXILIAR DE CREDITO Y COBRANZA.,"$6,000 al mes",https://mx.indeed.com/company/DISTRIBUIDORA-INDUSTRIAL-DE-BALEROS/jobs/Auxiliar-cr%C3%A9dito-cobranza-30015e5ec3ca0da2?fccid=94517d4c47cd5c2d&vjs=3
Jefe de Sistemas,Hospital San Angel Inn Chapultepec,"Cuauhtémoc, CDMX",hace 7 días,2021-01-24,"Conocimiento en lenguajes de programación . Hospital San Angel Inn Chapultepec…. Somos una organización que privilegia la vida, a través del compromiso con el…","$23,000 al mes",https://mx.indeed.com/company/Hospital-San-Angel-Inn/jobs/Jefe-sistemas-f0b074e2265b4e6c?fccid=0f4faa5334af4028&vjs=3
Desarrollador JR,Lyan Talent,"Miguel Hidalgo, CDMX",hace 4 días,2021-01-24,"Conocimientos teóricos y prácticos sólidos de tecnología de la información. Gusto por el aprendizaje, autoestudio y resolución de problemas.","$10,000 - $13,000 al mes",https://mx.indeed.com/company/Lyan-Talent/jobs/Desarrollador-junior-af8c30134215e44a?fccid=59b2ad06362533e2&vjs=3
BECARIO DE OPERACIONES,"Carl Zeiss de México, S.A. de C.V.","Coyoacán, CDMX",Hace más de 30 días,2021-01-24,"Excelente manejo de Paquetería (Excel, Power Point) y deseable conocimientos de programación SQL. Con el objetivo de automatizar KPI's Order Fulfillment, CRM,…","$6,500 al mes",https://mx.indeed.com/rc/clk?jk=5b655e78ba4c540c&fccid=47148e4eb4f2966b&vjs=3
INGENIERO DE SERVICIO Y MANTENIMEINTO DE CAJEROS,4 WORK,"Cuauhtémoc, CDMX",hace 10 días,2021-01-24,"28 de enero de 2021. L Ma Mi J V. Licenciatura en Ingeniería electrónica en comunicaciones , Titulado. Funciones y actividades a realizar.","$12,000 al mes",https://mx.indeed.com/rc/clk?jk=12dc947901953e86&fccid=4a6296044e4e5938&vjs=3
Responsable de Capacitación con experiencia en Ramo Automotriz,"Imperio Automotriz del Sur, S.A de C.V.","Xochimilco, CDMX",hace 3 días,2021-01-24,"Planeación y programación de la capacitación del personal del Distribuidor. Empresa líder en el ramo automotriz ubicada en Xochimilco, solicita Coordinador de…","$15,000 - $18,000 al mes","https://mx.indeed.com/company/Imperio-Automotriz-del-Sur,-S.A-de-C.V./jobs/Responsable-capacitaci%C3%B3n-experiencia-ramo-automotriz-17ec7e285840b61a?fccid=c66c6cb41afe0dad&vjs=3"
Encargada de Panadería,"MAAT SISTEMAS DE CONFIANZA Y ASESORÍA EMPRESARIAL,...","Benito Juárez, CDMX",hace 3 días,2021-01-24,"Programación de pedidos de materia prima. seguimiento de ventas con clientes, elaboración de facturas, apoyo al área de producción. 19 de febrero de 2021.","$7,000 al mes",https://mx.indeed.com/rc/clk?jk=41744002d8f5c615&fccid=a32e88c294b8960d&vjs=3
Ingeniero en Electrónica,Cafe Punta del Cielo,Ciudad de México,Hace más de 30 días,2021-01-24,"Coordinación de Producción De Maquinas. Programación y diseño Eléctrico y Electrónico. Elaboración de Manuales Técnicos, Bitácoras. Edad: 22 a 35 años.","$11,000 al mes",https://mx.indeed.com/rc/clk?jk=ae0c22478232677f&fccid=bf1bc06744d0089c&vjs=3
Recien Egresados en Sistemas o Informática - Con o sin experiencia,Digis01 Soluciones Digitales,"Cuauhtémoc, CDMX",Hace más de 30 días,2021-01-24,En búsqueda de recién egresados en Sistemas o Informática con aptitudes para programación. Recién egresados buscando oportunidad de incorporarse al mundo…,"$5,000 - $8,000 al mes",https://mx.indeed.com/rc/clk?jk=cc3bfdd4d2cbb0af&fccid=24ec5d521e444ad4&vjs=3
Analista de Sistemas,Servicios Profesionales en RH,"Benito Juárez, CDMX",hace 3 días,2021-01-24,"Carrera técnica en computación o Ing. en sistemas computacionales, programación web o afines (pasante y/o titulado). Soporte y Mantenimiento de redes.","$7,000 al mes",https://mx.indeed.com/company/Servicios-Profesionales-en-RH/jobs/Analista-sistemas-af272205b391311a?fccid=46c2e05802f2f45f&vjs=3
Becario Sistemas,PRIDA SERVICIOS CORPORATIVOS SA DE CV,"Venustiano Carranza, CDMX",hace 18 días,2021-01-24,Importante empresa del sector aduanero se encuentra en búsqueda de: Becarios DE SISTEMAS. Lic. Licenciatura o Ingeniería (en sistemas computacionales).,"$6,000 - $8,000 al mes","https://mx.indeed.com/company/Prida-Servicios-Corporativos,-S.A.-P.I.-de-C.V./jobs/Becario-sistemas-f91558fb51c67f31?fccid=ef0ab99aefe5b399&vjs=3"
Desarrollador Jr,GSB,"Cuauhtémoc, CDMX",hace 12 días,2021-01-24,"Importante empresa nivel Latinoamérica, solicita por crecimiento: Escolaridad: Ingeniería en Sistemas Computacionales, Lic. Sueldo de acuerdo a experiencia.","$10,000 - $12,000 al mes",https://mx.indeed.com/company/Grupo-Yunntech/jobs/Desarrollador-junior-40e9c24ec5acb991?fccid=22f638dfe3dd4abb&vjs=3
Ingeniera/ Ingeniero Soporte Técnico,Grupo Vitalmex,Ciudad de México,Hace más de 30 días,2021-01-24,Ejecutar mantenimiento preventivo y/o correctivo con base en la programación establecida y solicitudes específicas de servicio para mantener en óptimo estado…,,https://mx.indeed.com/rc/clk?jk=c9e921210d245aa9&fccid=7899221cfbad2421&vjs=3
COORDINADOR DE OPERACIÓN Y MANTENIMIENTO DE APLICACIONES,J2E soluciones,"Miguel Hidalgo, CDMX",Hoy,2021-01-24,Conocimientos en lenguajes de programación: . Puesto solicitante: Ingeniera/o de Operación y Mantenimiento de Software. Pasión por el Desarrollo de SW.,"$24,000 al mes",https://mx.indeed.com/company/J2E-soluciones/jobs/Coordinador-operaci%C3%B3n-mantenimiento-aplicaciones-66e53d50f73e43f1?fccid=cd38f75bb2b9c1ac&vjs=3
COORDINADOR DE OPERACIÓN Y MANTENIMIENTO DE APLICACIONES,J2E soluciones,"Miguel Hidalgo, CDMX",Hoy,2021-01-24,Conocimientos en lenguajes de programación: . Puesto solicitante: Ingeniera/o de Operación y Mantenimiento de Software. Pasión por el Desarrollo de SW.,"$24,000 al mes",https://mx.indeed.com/company/J2E-soluciones/jobs/Coordinador-operaci%C3%B3n-mantenimiento-aplicaciones-66e53d50f73e43f1?fccid=cd38f75bb2b9c1ac&vjs=3
Desarrollador Front End,AIRA,"Cuauhtémoc, CDMX",hace 5 días,2021-01-24,"Traducir diseños a lenguaje de programación (HTML5, Javascript, CSS), utilizando frameworks (Angular/React/Vue) y CMS. Trabajo será remoto hasta nuevo aviso.","$25,000 - $50,000 al mes",https://mx.indeed.com/rc/clk?jk=3e20f866ab8a3967&fccid=39507283a25de797&vjs=3
Analista de Siniestros (SGMM),GAPE Business Group,"Miguel Hidalgo, CDMX",hace 6 días,2021-01-24,"Revisión de información enviada por el asegurado al solicitar reembolso, programación de cirugía, etc. Importante despacho de agentes de seguros busca Analista…","$15,000 al mes",https://mx.indeed.com/company/Gape-Business-Group/jobs/Analista-siniestros-7fd4e16c42d3f9a9?fccid=d3a1cf0e953ab66b&vjs=3
Analista de Datos,AsTecI,"Cuauhtémoc, CDMX",Hace más de 30 días,2021-01-24,"Somos AsTecI, una consultoría de TI con 30 años de Experiencia en el Desarrollo y Mantenimiento de Sistemas; en este momento estamos dando servicio a empresas…","$20,000 - $25,000 al mes",https://mx.indeed.com/rc/clk?jk=c970785921f1bb7a&fccid=942c4ec626ccb63b&vjs=3
Asistente General,TOP TALENT,"Álvaro Obregón, CDMX",hace 12 días,2021-01-24,"Seguimiento de agenda, programación y confirmaciones de citas, juntas, etc. Atención al público interno y externo. Atención a llamadas, manejo de conmutador.",,https://mx.indeed.com/rc/clk?jk=2b8a3260693969dd&fccid=46812d84a2c914ca&vjs=3
Coordinador de Logística Internacional,GRUPOF,"Magdalena Contreras, CDMX",hace 13 días,2021-01-24,"SUELDO BASE NETO: $12,000 A $15,000. HORARIO: LUNES A VIERNES 09:00am - 06:00pm. CONOCIMIENTOS TANTO TECNICOS COMO PRACTICOS EN DISCIPLINA LOGISTICA.","$12,000 - $15,000 al mes",https://mx.indeed.com/company/FONTIBRE/jobs/Coordinador-log%C3%ADstica-internacional-271e9a5bc35a17fd?fccid=88cc300c1ba34e80&vjs=3
SOPORTE APLICACIONES,PROSA,"Miguel Hidalgo, CDMX",hace 11 días,2021-01-24,"1 año en sistemas operativos y lenguajes de programación. Lenguajes de programación Lenguajes: C,C++,. Intégrate a una de las mejores Empresas para trabajar en…","$20,000 - $25,000 al mes",https://mx.indeed.com/rc/clk?jk=c316a97364e6a504&fccid=942c4ec626ccb63b&vjs=3
Project Manager,The Ksquare Group,Ciudad de México,Hace más de 30 días,2021-01-24,"✅ Conocimientos básicos de conceptos generales de programación y/o tecnología. ✅ Titulados de carreras en Administración de Empresas, Negocios Internacionales,…",,https://mx.indeed.com/rc/clk?jk=979de953d7adbf1a&fccid=c5bf607b386fd1b3&vjs=3
PROGRAMADOR DE RUTAS,Grupo TPS,"Miguel Hidalgo, CDMX",hace 3 días,2021-01-24,Planeación y programación de entregas a clientes. Creación de nuevas rutas alternas. Coordinación de trabajo y actividades con el área de administración.,,https://mx.indeed.com/company/Grupo-TPS/jobs/Programador-rutas-fc7ed51cb7f3a654?fccid=d8d64a79d3497942&vjs=3
ANALISTA DE PRECIOS UNITARIOS,PEA CAPITAL SA DE CV,"Cuauhtémoc, CDMX",Hace más de 30 días,2021-01-24,"Elaboración de precios unitarios, programación de obras, cálculo de volúmenes y modificaciones de proyectos, licitaciones.",,https://mx.indeed.com/rc/clk?jk=37d62701f87a3a99&fccid=0091bc0498ad6957&vjs=3
SOFTWARE APPLICATION DEVELOPER / ANALYST II,Bumeran,Ciudad de México,hace 2 días,2021-01-24,"Oportunidad Laboral en empresa multinacional del giro de transporte solicita. SOFTWARE APPLICATION DEVELOPER / ANALYST II. AS/400 iSeries, ICC, Infinium.",,https://mx.indeed.com/rc/clk?jk=a14421f9405416bb&fccid=f4ce47cf6f6f15f3&vjs=3
Jefe de Almacén,Nadurtha SA de CV,"Iztapalapa, CDMX",Hace más de 30 días,2021-01-24,"Tener más de 12 años de experiencia en almacenes; planificar y programación la entrega de insumos a las diferentes áreas de la empresa, manejo de entradas,…","$15,000 al mes",https://mx.indeed.com/company/Nadurtha-SA-de-CV/jobs/Jefe-almac%C3%A9n-83b114eb55b93c21?fccid=71cd7a6572841832&vjs=3
Data Scientist,Beker/Socialand,"Colonia Santa Fe, CDMX",hace 10 días,2021-01-24,"En BESO estamos en busca de talento. Somos la mejor agencia para trabajar en México, con el distintivo Great Place to Work..",,https://mx.indeed.com/company/BS/jobs/Data-scientist-f5d9d7060f0d6a86?fccid=7560eef96248bebf&vjs=3
EJECUTIVO ECOMMERCE - MARKETPLACE AMAZON,Regalos Siglo XXI,"Miguel Hidalgo, CDMX",hace 19 días,2021-01-24,"Ambient²¹* pertenece a una empresa 100% mexicana, con más de 50 años de experiencia en la comercialización de productos para el hogar.","$10,000 - $17,000 al mes",https://mx.indeed.com/company/REGALOS-SIGLO-XXI/jobs/Ejecutivo-ecommerce-a787c409b093421e?fccid=46489411669fb6cf&vjs=3
Analista de Archivo,MOORE STEPHENS OROZCO MEDINA S. C.,"Cuajimalpa, CDMX",Hace más de 30 días,2021-01-24,"Actualización, programación y diseño en base de datos Access y captura de datos. Importante empresa se encuentra en búsqueda de personal para desempeñar las…","$13,000 - $15,000 al mes",https://mx.indeed.com/rc/clk?jk=7ef7fa03ce56bead&fccid=afe1862756bf4532&vjs=3
Soporte L2 plataforma Backoffice,PlanetMedia,"Cuauhtémoc, CDMX",hace 10 días,2021-01-24,Manejo de las siguientes herramientas de Base de datos y lenguajes de programación: Somos una importante empresa en el sector TI con más de 8 años de…,"$20,000 - $22,000 al mes",https://mx.indeed.com/company/Cliber/jobs/Soporte-plataforma-backoffice-007087a494488c57?fccid=6976e1df7313d220&vjs=3
Programador Zend Framework,QUEREMOSCOMER.REST,"Cuauhtémoc, CDMX",hace 2 días,2021-01-24,"Experiencia en programación orientada a objetos. Buscamos personas comprometidas e innovadoras, apasionadas por la programación y orientados a resultados.",,https://mx.indeed.com/rc/clk?jk=2b394e0f91cc4d82&fccid=9ef96717b70f77ae&vjs=3
Programador,"INGENIERIA Y SERVICIOS INDUSTRIALES ORBE, S.A. DE...","Azcapotzalco, CDMX",hace 1 día,2021-01-24,"Interpretacion de planos, manejo de instrumentos de medicion y unidades, programacion de maquinas cnc, manejo de control. 21 de febrero de 2021. L Ma Mi J V S.","$10,000 al mes",https://mx.indeed.com/rc/clk?jk=1c4106e6c14856e2&fccid=bbe5014785de99ba&vjs=3
Supervisor de Información y base de datos,PlayCity Casino,"Tlalpan, CDMX",hace 6 días,2021-01-24,Únete al mejor equipo de trabajo y vive la “Experiencia Play”. Tendrás oportunidad de desarrollar una carrera en el mejor casino de México.,"$25,000 al mes",https://mx.indeed.com/company/PlayCity-Casino/jobs/Supervisor-informaci%C3%B3n-base-datos-aeabbf878b2feb4f?fccid=a64edd6e96f4ef56&vjs=3
Consultor Junior,CASIEM EMPRESARIALES,"Benito Juárez, CDMX",hace 2 días,2021-01-24,Reconocida consultoría internacional de tecnología solicita: Ingeniería en Sistemas o Afín. Ingles INTERMEDIO - AVANZADO (Se realizará entrevista).,"$11,000 - $18,000 al mes",https://mx.indeed.com/company/CASIEM-EMPRESARIALES/jobs/Consultor-junior-55e205ba4fbe9e15?fccid=a22e85f30e64d152&vjs=3
Gerente de Mantenimiento (experiencia en Hoteleria),Global Master,"Miguel Hidalgo, CDMX",hace 10 días,2021-01-24,"Global Master, búsqueda de Gerente de Mantenimiento. Para trabajar en los \*Hoteles ABCentral, Santa fe e InterLove. Incremento salarial a corto plazo.","$12,000 - $12,001 al mes",https://mx.indeed.com/company/GLOBAL-MASTER/jobs/Gerente-mantenimiento-0dd0651cca7d833d?fccid=03a392cae8e5b115&vjs=3
Tester,COPPEL,"Miguel Hidalgo, CDMX",Hace más de 30 días,2021-01-24,"Asegurar que los sistemas desarrollados, funcionen correctamente y cumplan. Con las funciones específicas, apegadas a las reglas y procesos de negocio.",,https://mx.indeed.com/rc/clk?jk=059c511c756c7ba7&fccid=ee79d446554b2f96&vjs=3
Jefe de planeación y programación,CANAINTEX,Ciudad de México,hace 17 días,2021-01-24,"5 años de experiencia en el área de planeación y programación textil de jeans y playeras. Ing. textil, industrial, procesos ó carreras a fines.",,https://mx.indeed.com/rc/clk?jk=2feee880700c90c1&fccid=5c4bd716f198a126&vjs=3
"Lic. Comercio Exterior, Comercio Internacional Trafico-Logistica CDMX",EO&PC S. DE R.L DE C.V.,"Magdalena Contreras, CDMX",hace 12 días,2021-01-24,"Mínimo dos años de experiencia en revisión de proformas, cálculo de contribuciones, desaduanamiento de mercancías por las diferentes aduanas, contacto con…","$12,000 - $14,000 al mes",https://mx.indeed.com/company/EO-&PC/jobs/Licenciado-comercio-exterior-93e81a6b5cf5437d?fccid=87e4a31f8b30549d&vjs=3
"Desarrollador .NET JR, Semi –Home Office",RECURSIVITUM DE MEXICO,"Cuauhtémoc, CDMX",hace 18 días,2021-01-24,"Empresa importante de Tecnología, solicita para su equipo de trabajo: . NET JR, Semi –Home Office. Lic. en Sistemas o a fin. Lugar de trabajo: Home Office.","$10,000 - $11,000 al mes",https://mx.indeed.com/company/Recursivitum/jobs/Desarrollador-net-junior-e8c16486ab0bafb9?fccid=146c4bab63c1dcb0&vjs=3
ENCARGADO DE COSTOS Y P.U,JM Ingenieria Electrica Integral S.A. de C-V.,"Tlalpan, CDMX",hace 2 días,2021-01-24,"Elaboración de precios unitarios, la programación de la obra, elaboración de sobre-costos. Esta vacante viene de la bolsa de empleo Talenteca.com.","$12,000 al mes",https://mx.indeed.com/rc/clk?jk=9c4a4d1e8b57191d&fccid=7e15b3e8dd243157&vjs=3
SALES OPERATION JR ANALYST,PUMA,Ciudad de México,hace 8 días,2021-01-24,Minimizar cualquier discrepancia en las preventas y garantizar que los productos se ingresen de manera oportuna de acuerdo a la programación establecida por el…,,https://mx.indeed.com/rc/clk?jk=798f9a83815ea242&fccid=2f6f2e23480ffded&vjs=3
Project Manager Comercial,Konibit México,"Azcapotzalco, CDMX",hace 8 días,2021-01-24,"Conocimiento de macros y programación básica deseable. KONIBIT: *es una compañía multinacional especializada en la prestación de soluciones, servicios y…","$20,000 al mes",https://mx.indeed.com/company/Konibit/jobs/Project-manager-comercial-4035eb086eb3c3ff?fccid=9bb289afd8c99c04&vjs=3
